"Numero_Fiche";"Codes_Rome_Code";"Codes_Rome_Libelle"
"RNCP2476";"H2301";"Conduite d''équipement de production chimique ou pharmaceutique"
"RNCP2476";"H2701";"Pilotage d''installation énergétique et pétrochimique"
"RNCP2476";"H2504";"Encadrement d''équipe en industrie de transformation"
"RNCP2476";"K2306";"Supervision d''exploitation éco-industrielle"
"RNCP2478";"K1802";"Développement local"
"RNCP2479";"K1204";"Médiation sociale et facilitation de la vie en société"
"RNCP2479";"K1205";"Information sociale"
"RNCP2479";"K1201";"Action sociale"
"RNCP2479";"K1802";"Développement local"
"RNCP2480";"K1802";"Développement local"
"RNCP2480";"K1204";"Médiation sociale et facilitation de la vie en société"
"RNCP2480";"K1201";"Action sociale"
"RNCP2480";"K1205";"Information sociale"
"RNCP2481";"G1202";"Animation d''activités culturelles ou ludiques"
"RNCP2481";"K1206";"Intervention socioculturelle"
"RNCP2486";"M1601";"Accueil et renseignements"
"RNCP2487";"G1204";"Éducation en activités sportives"
"RNCP2489";"G1204";"Éducation en activités sportives"
"RNCP2490";"G1204";"Éducation en activités sportives"
"RNCP2491";"G1204";"Éducation en activités sportives"
"RNCP2492";"G1204";"Éducation en activités sportives"
"RNCP2493";"G1204";"Éducation en activités sportives"
"RNCP2494";"G1204";"Éducation en activités sportives"
"RNCP2495";"G1204";"Éducation en activités sportives"
"RNCP2498";"L1505";"Image cinématographique et télévisuelle"
"RNCP2498";"L1507";"Montage audiovisuel et post-production"
"RNCP2498";"L1509";"Régie générale"
"RNCP2498";"L1508";"Prise de son et sonorisation"
"RNCP2498";"L1304";"Réalisation cinématographique et audiovisuelle"
"RNCP2500";"G1204";"Éducation en activités sportives"
"RNCP2501";"G1204";"Éducation en activités sportives"
"RNCP2504";"G1204";"Éducation en activités sportives"
"RNCP2505";"G1204";"Éducation en activités sportives"
"RNCP2506";"D1212";"Vente en décoration et équipement du foyer"
"RNCP2507";"H1403";"Intervention technique en gestion industrielle et logistique"
"RNCP2508";"H1404";"Intervention technique en méthodes et industrialisation"
"RNCP2508";"H1203";"Conception et dessin produits mécaniques"
"RNCP2508";"I1310";"Maintenance mécanique industrielle"
"RNCP2508";"H1506";"Intervention technique qualité en mécanique et travail des métaux"
"RNCP2508";"H2504";"Encadrement d''équipe en industrie de transformation"
"RNCP2509";"H1506";"Intervention technique qualité en mécanique et travail des métaux"
"RNCP2512";"M1402";"Conseil en organisation et management d''entreprise"
"RNCP2512";"K1104";"Psychologie"
"RNCP2512";"K2401";"Recherche en sciences de l''homme et de la société"
"RNCP2512";"K2112";"Orientation scolaire et professionnelle"
"RNCP2514";"K1403";"Management de structure de santé, sociale ou pénitentiaire"
"RNCP2516";"L1201";"Danse"
"RNCP2517";"K1201";"Action sociale"
"RNCP2527";"G1204";"Éducation en activités sportives"
"RNCP2527";"D1211";"Vente en articles de sport et loisirs"
"RNCP2527";"D1402";"Relation commerciale grands comptes et entreprises"
"RNCP2529";"G1204";"Éducation en activités sportives"
"RNCP2532";"G1204";"Éducation en activités sportives"
"RNCP2534";"G1204";"Éducation en activités sportives"
"RNCP2537";"K1206";"Intervention socioculturelle"
"RNCP2537";"G1204";"Éducation en activités sportives"
"RNCP2537";"G1202";"Animation d''activités culturelles ou ludiques"
"RNCP2541";"C1109";"Rédaction et gestion en assurances"
"RNCP2541";"C1504";"Transaction immobilière"
"RNCP2541";"C1501";"Gérance immobilière"
"RNCP2541";"K1902";"Collaboration juridique"
"RNCP2551";"M1606";"Saisie de données"
"RNCP2561";"G1503";"Management du personnel d''étage"
"RNCP2565";"N4105";"Conduite et livraison par tournées sur courte distance"
"RNCP2567";"K2503";"Sécurité et surveillance privées"
"RNCP2572";"K2102";"Coordination pédagogique"
"RNCP2572";"K2111";"Formation professionnelle"
"RNCP2577";"N1303";"Intervention technique d''exploitation logistique"
"RNCP2591";"M1707";"Stratégie commerciale"
"RNCP2591";"D1406";"Management en force de vente"
"RNCP2591";"M1701";"Administration des ventes"
"RNCP2622";"N2102";"Pilotage et navigation technique aérienne"
"RNCP2631";"I1606";"Réparation de carrosserie"
"RNCP2631";"H2902";"Chaudronnerie - tôlerie"
"RNCP2631";"H2206";"Réalisation de menuiserie bois et tonnellerie"
"RNCP2631";"H2903";"Conduite d''équipement d''usinage"
"RNCP2641";"K1705";"Sécurité civile et secours"
"RNCP2641";"I1503";"Intervention en milieux et produits nocifs"
"RNCP2641";"H1303";"Intervention technique en Hygiène Sécurité Environnement -HSE- industriel"
"RNCP2641";"I1301";"Installation et maintenance d''ascenseurs"
"RNCP2678";"F1106";"Ingénierie et études du BTP"
"RNCP2678";"F1104";"Dessin BTP et paysage"
"RNCP2679";"F1108";"Métré de la construction"
"RNCP2679";"F1201";"Conduite de travaux du BTP et de travaux paysagers"
"RNCP2679";"F1106";"Ingénierie et études du BTP"
"RNCP2683";"F1108";"Métré de la construction"
"RNCP2683";"F1106";"Ingénierie et études du BTP"
"RNCP2683";"F1201";"Conduite de travaux du BTP et de travaux paysagers"
"RNCP2685";"E1103";"Communication"
"RNCP2686";"K1601";"Gestion de l''information et de la documentation"
"RNCP2687";"E1106";"Journalisme et information média"
"RNCP2688";"E1103";"Communication"
"RNCP2688";"D1211";"Vente en articles de sport et loisirs"
"RNCP2688";"K1601";"Gestion de l''information et de la documentation"
"RNCP2688";"K1602";"Gestion de patrimoine culturel"
"RNCP2688";"E1105";"Coordination d''édition"
"RNCP2689";"E1402";"Élaboration de plan média"
"RNCP2690";"G1204";"Éducation en activités sportives"
"RNCP2694";"G1204";"Éducation en activités sportives"
"RNCP2694";"K1206";"Intervention socioculturelle"
"RNCP2694";"G1202";"Animation d''activités culturelles ou ludiques"
"RNCP2695";"N2202";"Contrôle de la navigation aérienne"
"RNCP2700";"K1303";"Assistance auprès d''enfants"
"RNCP2700";"K1302";"Assistance auprès d''adultes"
"RNCP2704";"M1203";"Comptabilité"
"RNCP2705";"H1503";"Intervention technique en laboratoire d''analyse industrielle"
"RNCP2706";"G1204";"Éducation en activités sportives"
"RNCP2707";"G1204";"Éducation en activités sportives"
"RNCP2708";"G1204";"Éducation en activités sportives"
"RNCP2709";"C1504";"Transaction immobilière"
"RNCP2709";"C1501";"Gérance immobilière"
"RNCP2711";"G1204";"Éducation en activités sportives"
"RNCP2712";"G1204";"Éducation en activités sportives"
"RNCP2713";"G1204";"Éducation en activités sportives"
"RNCP2714";"N4103";"Conduite de transport en commun sur route"
"RNCP2715";"N1103";"Magasinage et préparation de commandes"
"RNCP2717";"F1202";"Direction de chantier du BTP"
"RNCP2719";"G1204";"Éducation en activités sportives"
"RNCP2720";"G1204";"Éducation en activités sportives"
"RNCP2721";"G1204";"Éducation en activités sportives"
"RNCP2722";"G1204";"Éducation en activités sportives"
"RNCP2723";"G1204";"Éducation en activités sportives"
"RNCP2724";"G1204";"Éducation en activités sportives"
"RNCP2726";"G1204";"Éducation en activités sportives"
"RNCP2727";"B1501";"Fabrication et réparation d''instruments de musique"
"RNCP2729";"K2306";"Supervision d''exploitation éco-industrielle"
"RNCP2729";"I1503";"Intervention en milieux et produits nocifs"
"RNCP2729";"F1204";"Qualité Sécurité Environnement et protection santé du BTP"
"RNCP2729";"K1705";"Sécurité civile et secours"
"RNCP2729";"H1303";"Intervention technique en Hygiène Sécurité Environnement -HSE- industriel"
"RNCP2731";"M1805";"Études et développement informatique"
"RNCP2731";"I1307";"Installation et maintenance télécoms et courants faibles"
"RNCP2731";"I1301";"Installation et maintenance d''ascenseurs"
"RNCP2734";"G1204";"Éducation en activités sportives"
"RNCP2735";"G1204";"Éducation en activités sportives"
"RNCP2736";"G1204";"Éducation en activités sportives"
"RNCP2737";"G1204";"Éducation en activités sportives"
"RNCP2738";"G1204";"Éducation en activités sportives"
"RNCP2739";"G1204";"Éducation en activités sportives"
"RNCP2740";"G1204";"Éducation en activités sportives"
"RNCP2741";"G1204";"Éducation en activités sportives"
"RNCP2742";"G1204";"Éducation en activités sportives"
"RNCP2745";"G1204";"Éducation en activités sportives"
"RNCP2747";"G1204";"Éducation en activités sportives"
"RNCP2748";"G1204";"Éducation en activités sportives"
"RNCP2749";"G1204";"Éducation en activités sportives"
"RNCP2750";"G1204";"Éducation en activités sportives"
"RNCP2751";"D1502";"Management/gestion de rayon produits alimentaires"
"RNCP2751";"D1503";"Management/gestion de rayon produits non alimentaires"
"RNCP2752";"G1204";"Éducation en activités sportives"
"RNCP2753";"G1204";"Éducation en activités sportives"
"RNCP2755";"A1202";"Entretien des espaces naturels"
"RNCP2756";"A1203";"Aménagement et entretien des espaces verts"
"RNCP2757";"A1407";"Élevage bovin ou équin"
"RNCP2758";"A1205";"Sylviculture"
"RNCP2759";"A1201";"Bûcheronnage et élagage"
"RNCP2761";"A1502";"Podologie animale"
"RNCP2766";"H1503";"Intervention technique en laboratoire d''analyse industrielle"
"RNCP2767";"A1408";"Élevage d''animaux sauvages ou de compagnie"
"RNCP2768";"M1203";"Comptabilité"
"RNCP2769";"D1106";"Vente en alimentation"
"RNCP2770";"A1204";"Protection du patrimoine naturel"
"RNCP2773";"H1501";"Direction de laboratoire d''analyse industrielle"
"RNCP2773";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP2773";"J1201";"Biologie médicale"
"RNCP2773";"A1504";"Santé animale"
"RNCP2774";"G1204";"Éducation en activités sportives"
"RNCP2775";"H2202";"Conduite d''équipement de fabrication de l''ameublement et du bois"
"RNCP2776";"G1204";"Éducation en activités sportives"
"RNCP2777";"G1204";"Éducation en activités sportives"
"RNCP2778";"G1204";"Éducation en activités sportives"
"RNCP2779";"G1204";"Éducation en activités sportives"
"RNCP2780";"G1204";"Éducation en activités sportives"
"RNCP2781";"G1204";"Éducation en activités sportives"
"RNCP2782";"G1204";"Éducation en activités sportives"
"RNCP2787";"G1204";"Éducation en activités sportives"
"RNCP2788";"G1201";"Accompagnement de voyages, d''activités culturelles ou sportives"
"RNCP2789";"G1204";"Éducation en activités sportives"
"RNCP2790";"G1204";"Éducation en activités sportives"
"RNCP2791";"G1204";"Éducation en activités sportives"
"RNCP2794";"G1803";"Service en restauration"
"RNCP2798";"K1705";"Sécurité civile et secours"
"RNCP2799";"G1404";"Management d''établissement de restauration collective"
"RNCP2801";"G1204";"Éducation en activités sportives"
"RNCP2802";"G1204";"Éducation en activités sportives"
"RNCP2803";"G1204";"Éducation en activités sportives"
"RNCP2805";"G1602";"Personnel de cuisine"
"RNCP2807";"I1607";"Réparation de cycles, motocycles et motoculteurs de loisirs"
"RNCP2807";"I1604";"Mécanique automobile et entretien de véhicules"
"RNCP2808";"I1603";"Maintenance d''engins de chantier, levage, manutention et de machines agricoles"
"RNCP2808";"I1607";"Réparation de cycles, motocycles et motoculteurs de loisirs"
"RNCP2809";"M1203";"Comptabilité"
"RNCP2810";"N1302";"Direction de site logistique"
"RNCP2811";"M1809";"Information météorologique"
"RNCP2813";"F1201";"Conduite de travaux du BTP et de travaux paysagers"
"RNCP2817";"K1305";"Intervention sociale et familiale"
"RNCP2817";"K1302";"Assistance auprès d''adultes"
"RNCP2824";"I1603";"Maintenance d''engins de chantier, levage, manutention et de machines agricoles"
"RNCP2825";"I1605";"Mécanique de marine"
"RNCP2826";"I1605";"Mécanique de marine"
"RNCP2829";"I1604";"Mécanique automobile et entretien de véhicules"
"RNCP2830";"H2206";"Réalisation de menuiserie bois et tonnellerie"
"RNCP2830";"F1503";"Réalisation - installation d''ossatures bois"
"RNCP2831";"H1203";"Conception et dessin produits mécaniques"
"RNCP2832";"H2901";"Ajustement et montage de fabrication"
"RNCP2834";"F1503";"Réalisation - installation d''ossatures bois"
"RNCP2835";"H2209";"Intervention technique en ameublement et bois"
"RNCP2835";"H2206";"Réalisation de menuiserie bois et tonnellerie"
"RNCP2835";"F1503";"Réalisation - installation d''ossatures bois"
"RNCP2836";"F1607";"Pose de fermetures menuisées"
"RNCP2836";"H2206";"Réalisation de menuiserie bois et tonnellerie"
"RNCP2836";"F1503";"Réalisation - installation d''ossatures bois"
"RNCP2837";"A1415";"Equipage de la pêche"
"RNCP2838";"N3102";"Equipage de la navigation maritime"
"RNCP2839";"I1605";"Mécanique de marine"
"RNCP2840";"I1605";"Mécanique de marine"
"RNCP2841";"N3202";"Exploitation du transport fluvial"
"RNCP2842";"A1404";"Aquaculture"
"RNCP2843";"A1404";"Aquaculture"
"RNCP2844";"A1415";"Equipage de la pêche"
"RNCP2846";"A1404";"Aquaculture"
"RNCP2849";"D1406";"Management en force de vente"
"RNCP2849";"M1706";"Promotion des ventes"
"RNCP2849";"M1707";"Stratégie commerciale"
"RNCP2853";"F1106";"Ingénierie et études du BTP"
"RNCP2854";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP2855";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP2855";"K2402";"Recherche en sciences de l''univers, de la matière et du vivant"
"RNCP2856";"N4202";"Direction d''exploitation des transports routiers de personnes"
"RNCP2857";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP2858";"H2502";"Management et ingénierie de production"
"RNCP2859";"H2502";"Management et ingénierie de production"
"RNCP2860";"K1405";"Représentation de l''Etat sur le territoire national ou international"
"RNCP2860";"K1404";"Mise en oeuvre et pilotage de la politique des pouvoirs publics"
"RNCP2860";"K1401";"Conception et pilotage de la politique des pouvoirs publics"
"RNCP2862";"F1102";"Conception - aménagement d''espaces intérieurs"
"RNCP2863";"M1805";"Études et développement informatique"
"RNCP2868";"D1212";"Vente en décoration et équipement du foyer"
"RNCP2869";"I1308";"Maintenance d''installation de chauffage"
"RNCP2870";"L1504";"Éclairage spectacle"
"RNCP2870";"E1205";"Réalisation de contenus multimédias"
"RNCP2871";"H1301";"Inspection de conformité"
"RNCP2872";"C1302";"Gestion back et middle-office marchés financiers"
"RNCP2873";"H1209";"Intervention technique en études et développement électronique"
"RNCP2875";"D1405";"Conseil en information médicale"
"RNCP2876";"M1810";"Production et exploitation de systèmes d''information"
"RNCP2876";"M1801";"Administration de systèmes d''information"
"RNCP2876";"I1401";"Maintenance informatique et bureautique"
"RNCP2877";"I1401";"Maintenance informatique et bureautique"
"RNCP2878";"K1902";"Collaboration juridique"
"RNCP2879";"K1205";"Information sociale"
"RNCP2880";"M1501";"Assistanat en ressources humaines"
"RNCP2881";"H1506";"Intervention technique qualité en mécanique et travail des métaux"
"RNCP2882";"D1405";"Conseil en information médicale"
"RNCP2883";"C1102";"Conseil clientèle en assurances"
"RNCP2883";"C1206";"Gestion de clientèle bancaire"
"RNCP2884";"L1202";"Musique et chant"
"RNCP2884";"L1301";"Mise en scène de spectacles vivants"
"RNCP2884";"L1201";"Danse"
"RNCP2884";"L1203";"Art dramatique"
"RNCP2885";"H2301";"Conduite d''équipement de production chimique ou pharmaceutique"
"RNCP2888";"M1203";"Comptabilité"
"RNCP2889";"H2102";"Conduite d''équipement de production alimentaire"
"RNCP2889";"D1402";"Relation commerciale grands comptes et entreprises"
"RNCP2890";"I1401";"Maintenance informatique et bureautique"
"RNCP2891";"H2301";"Conduite d''équipement de production chimique ou pharmaceutique"
