"Numero_Fiche";"Bloc_Competences_Code";"Bloc_Competences_Libelle"
"RNCP20601";"RNCP20601BC02";"Analyser l’environnement de l’entreprise au niveau national et international"
"RNCP20604";"RNCP20604BC04";"Piloter et auditer les politiques sociales"
"RNCP20604";"RNCP20604BC05";"Communiquer et promouvoir un projet de développement RH"
"RNCP20604";"RNCP20604BC01";"Développer les politiques sociales"
"RNCP20604";"RNCP20604BC02";"Contribuer à la gouvernance sociale"
"RNCP20604";"RNCP20604BC03";"Optimiser la performance de la fonction RH"
"RNCP20659";"RNCP20659BC01";"Déterminer les enjeux et les objectifs d'une entreprise"
"RNCP20659";"RNCP20659BC02";"Définir les orientations stratégiques d'une entreprise"
"RNCP20659";"RNCP20659BC05";"Manager des équipes"
"RNCP20659";"RNCP20659BC04";"Diriger le développement commercial et promotionnel d'une entreprise"
"RNCP20659";"RNCP20659BC03";"Orienter la croissance économique et financière d'une entreprise en fonction de sa conjoncture"
"RNCP20661";"RNCP20661BC05";"Mise en œuvre des règles du système QHSSE et d’actions d’amélioration dans son activité  "
"RNCP20661";"RNCP20661BC02";"Pilotage d’une machine à papier dans le respect de la qualité du produit, des instructions et des consignes "
"RNCP20661";"RNCP20661BC01";"Organisation et préparation de la production pour une machine à papier "
"RNCP20661";"RNCP20661BC03";"Identification, analyse des dysfonctionnements et réalisation des interventions techniques sur une machine à papier (entretien, maintenance de premier niveau)"
"RNCP20661";"RNCP20661BC04";"Communication et transmission de savoir faire "
"RNCP20725";"RNCP20725BC01";"Module d'adaptation  - 6ECTS"
"RNCP20725";"RNCP20725BC04";"Spécialisation - 14 ECTS"
"RNCP20725";"RNCP20725BC02";"Formation scientifique de base - 14 ECTS"
"RNCP20725";"RNCP20725BC03";"Formation générale - 6 ECTS"
"RNCP20725";"RNCP20725BC05";"Projet tutoré et Professionnalisation - 20 ECTS"
"RNCP20728";"RNCP20728BC03";"Etude des produits cosmétiques - 11 ECTS"
"RNCP20728";"RNCP20728BC02";"Connaissance de la cosmétologie, de la dermatologie  - 8 ECTS"
"RNCP20728";"RNCP20728BC04";"Formation en entreprise - 20 ECTS"
"RNCP20728";"RNCP20728BC01";"Marketing - 21 ECTS"
"RNCP20801";"RNCP20801BC01";"Assurer l'entretien et la maintenance des engins et des matériels"
"RNCP20801";"RNCP20801BC02";"Etablir un diagnostic et effectuer la remise en état des matériels de manutention et de chantier"
"RNCP21466";"RNCP21466BC03";"U3 Gestion commerciale"
"RNCP21466";"RNCP21466BC02";"U2 Vente d'une solution technique"
"RNCP21466";"RNCP21466BC01";"U1 Préparation de la vente"
"RNCP21568";"RNCP21568BC03";"Elaborer et mettre en oeuvre la stratégie"
"RNCP21568";"RNCP21568BC02";"Piloter la performance"
"RNCP21568";"RNCP21568BC01";"Manager les hommes"
"RNCP21568";"RNCP21568BC04";"Directeur - Expert d'un domaine ou d'un secteur"
"RNCP21646";"RNCP21646BC02";"Apport d’affaires / réponse à des appels d’offres"
"RNCP21646";"RNCP21646BC01";"Préparation du chantier"
"RNCP21646";"RNCP21646BC04";"Exécution des travaux - suivi"
"RNCP21646";"RNCP21646BC03";"Réception du chantier (clôture)"
"RNCP21667";"RNCP21667BC03";"Elaborer une composition aromatisante (de la matière première à l’application finale)"
"RNCP21667";"RNCP21667BC02";"Elaborer une composition parfumante (de la matière première à l’application finale)"
"RNCP21667";"RNCP21667BC06";"Communiquer, traiter les informations relatives à la production et transmettre des pratiques opérationnelles"
"RNCP21667";"RNCP21667BC05";"Effectuer les analyses et mesures liées au contrôle qualité"
"RNCP21667";"RNCP21667BC01";"Conduire des appareillages de fabrication et d’extraction"
"RNCP21667";"RNCP21667BC04";"Elaborer un produit cosmétique ou aroma-cosmétique (de la matière première à l’application finale)"
"RNCP21676";"RNCP21676BC01";"Bloc 1-Accueil et prise en charge de la clientèle"
"RNCP21676";"RNCP21676BC05";"Bloc5-Gestion d'un centre de mise en beauté des mains et des pieds"
"RNCP21676";"RNCP21676BC02";"Bloc 2-Conseil, vente, promotion de soins esthétiques des mains, pieds et ongles et produits cosmétiques"
"RNCP21676";"RNCP21676BC03";"Bloc3-Réalisation de techniques d'esthétiques sur les mains, les pieds et les ongles"
"RNCP21676";"RNCP21676BC04";"Bloc4-Animation et gestion du personnel"
"RNCP21701";"RNCP21701BC03";"Mettre en œuvre un projet de développement de l’activité commerciale de l’entreprise axé sur le développement du numérique   "
"RNCP21701";"RNCP21701BC04";"Manager des collaborateurs au sein d’un service commercial en intégrant les outils numériques "
"RNCP21701";"RNCP21701BC02";"Gérer la relation client et pérenniser l’activité commerciale "
"RNCP21701";"RNCP21701BC01";"Elaborer et mettre en œuvre une stratégie marketing digitale  "
"RNCP21706";"RNCP21706BC01";"Contribuer  à la définition et la mise en œuvre du plan de sourcing de l’agence et à la constitution d’un réseau de partenaires"
"RNCP21706";"RNCP21706BC02";"Mettre en œuvre des démarches actives de recherche de candidats "
"RNCP21706";"RNCP21706BC05";"Collaborer avec les différents professionnels impliqués dans le processus de recrutement des candidats"
"RNCP21706";"RNCP21706BC03";"Gérer administrativement et socialement le parcours des candidats(tes)  en lien avec l’entreprise cliente"
"RNCP21706";"RNCP21706BC04";"Suivre et analyser les évolutions de la législation du travail et de la réglementation "
"RNCP21709";"RNCP21709BC02";"Organisation administrative du cabinet ou service"
"RNCP21709";"RNCP21709BC04";"Suivi procédural des dossiers"
"RNCP21709";"RNCP21709BC01";"Accueil et information du client / Communication"
"RNCP21709";"RNCP21709BC03";"Rédaction d'actes juridiques"
"RNCP21710";"RNCP21710BC03";"Structurer des parcours de formation en arts plastiques, évaluer et certifier des compétences acquises"
"RNCP21710";"RNCP21710BC04";"Gérer et développer une activité professionnelle de formateur en arts plastiques "
"RNCP21710";"RNCP21710BC02";"Réaliser des créations originales en arts plastiques, construire  et présenter une démarche artistique"
"RNCP21710";"RNCP21710BC01";"Former aux arts plastiques, enseigner différentes techniques de création et développer la sensibilité artistique d’élèves"
"RNCP21730";"RNCP21730BC01";"Mettre en œuvre une démarche relationnelle adaptée à une clientèle bancaire patrimoniale"
"RNCP21730";"RNCP21730BC03";"Contribuer au développement de la clientèle patrimoniale ""bonne gamme"" dans un établissement bancaire"
"RNCP21730";"RNCP21730BC02";"Proposer des solutions patrimoniales adaptées aux besoins de la clientèle bancaire ""bonne gamme"""
"RNCP21733";"RNCP21733BC01";"Manager ses collaborateurs"
"RNCP21733";"RNCP21733BC02";"Coordonner des projets spécifiques"
"RNCP21733";"RNCP21733BC03";"Développer son portefeuille d'entreprises clientes"
"RNCP21733";"RNCP21733BC04";"Alimenter un portefeuille candidats"
"RNCP21733";"RNCP21733BC05";"Conseiller les entreprises en matière de ressources humaines"
"RNCP21770";"RNCP21770BC06";"Rédiger et publier un article pour la presse écrite"
"RNCP21770";"RNCP21770BC04";"Produire de l’information journalistique pour tous types de média et de formats"
"RNCP21770";"RNCP21770BC02";"Réaliser une émission ou un programme journalistique à la radio"
"RNCP21770";"RNCP21770BC09";"Exercer une veille permanente pour alimenter son travail journalistique"
"RNCP21770";"RNCP21770BC08";"Réaliser un format audiovisuel"
"RNCP21770";"RNCP21770BC07";"Développer son activité comme pigiste ou créateur d’un média"
"RNCP21770";"RNCP21770BC03";"Publier pour le web"
"RNCP21770";"RNCP21770BC01";"Constituer et fidéliser un réseau d’informateurs et de contacts"
"RNCP21770";"RNCP21770BC05";"Réaliser un journalisme d’enquête ou d’investigation"
"RNCP21777";"RNCP21777BC02";"Expertise patrimoniale et financière"
"RNCP21777";"RNCP21777BC01";"Stratégies et pilotage d’entreprise"
"RNCP21777";"RNCP21777BC03";"Gestion des ressources humaines et management"
"RNCP21779";"RNCP21779BC02";"Assurer les obligations fiscales en identifiant les différentes parties prenantes"
"RNCP21779";"RNCP21779BC04";"Contrôler et optimiser la performance fiscale et juridique de l’entreprise"
"RNCP21779";"RNCP21779BC03";"Elaborer la politique fiscale, comptable et juridique en prévenant les risques éventuels (contrôles fiscaux, procédures collectives."
"RNCP21779";"RNCP21779BC01";"Mettre en œuvre la stratégie fiscale sur l’ensemble des domaines liés à l’entreprise"
"RNCP21779";"RNCP21779BC05";"Diagnostiquer la situation fiscale de l’entreprise en tenant compte de son évolution et de son environnement"
"RNCP21801";"RNCP21801BC03";"Le suivi de la fabrication et la communication avec son environnement de travail pour le chaudronnier d’atelier"
"RNCP21801";"RNCP21801BC02";"La réalisation d'un sous-ensemble chaudronné"
"RNCP21801";"RNCP21801BC01";"La préparation et la réalisation de pièces primaires"
"RNCP21804";"RNCP21804BC03";"La communication technique d’un projet"
"RNCP21804";"RNCP21804BC01";"Mise en œuvre de l'industrialisation"
"RNCP21804";"RNCP21804BC02";"L’amélioration continue du processus de production"
"RNCP21805";"RNCP21805BC02";"La rédaction d'un dossier d’études industrielles"
"RNCP21805";"RNCP21805BC01";"La production de dessins industriels"
"RNCP21806";"RNCP21806BC01";"La conception d'un produit ou d'un système mécanique"
"RNCP21806";"RNCP21806BC02";"La conduite d'une étude d'un produit ou d'un système mécanique"
"RNCP21820";"RNCP21820BC02";"La manutention des produits"
"RNCP21820";"RNCP21820BC03";"La gestion des stocks"
"RNCP21820";"RNCP21820BC01";"La réception, la préparation et l'expédition des produits"
"RNCP21884";"RNCP21884BC01";"Piloter le programme immobilier"
"RNCP21884";"RNCP21884BC02";"Assurer le développement foncier"
"RNCP21884";"RNCP21884BC03";"Structurer l’avant-projet de programme immobilier"
"RNCP21884";"RNCP21884BC04";"Piloter la conception et la gestion technique du projet"
"RNCP21934";"RNCP21934BC01";"Gérer la performance de l'agence"
"RNCP21934";"RNCP21934BC03";"Valoriser le capital humain de l'agence d'emploi"
"RNCP21934";"RNCP21934BC02";" Développer l'activité commerciale de l'agence d'emploi"
"RNCP21942";"RNCP21942BC02";"Conseiller et accompagner son client"
"RNCP21942";"RNCP21942BC03";"Développer le portefeuille de biens et de prospects"
"RNCP21942";"RNCP21942BC01";"Finaliser la vente ou la location"
"RNCP21947";"RNCP21947BC06";"Manager un service informatique"
"RNCP21947";"RNCP21947BC05";"Aligner la politique informatique à la stratégie de l'organisation"
"RNCP21947";"RNCP21947BC04";"Auditer, concevoir, sécuriser et actualiser des infrastructures et réseaux"
"RNCP21947";"RNCP21947BC03";"Communiquer et conduire le changement"
"RNCP21947";"RNCP21947BC02";"Administrer et optimiser les données d'un système d'information"
"RNCP21947";"RNCP21947BC01";"Concevoir et développer la couche applicative d'un système d'information"
"RNCP21956";"RNCP21956BC02";"Recruter en lien avec les directions operationnelles"
"RNCP21956";"RNCP21956BC03";"Développer les ressources humaines : GPEC et formation"
"RNCP21956";"RNCP21956BC01";"Organiser la gestion sociale des collaborateurs"
"RNCP22065";"RNCP22065BC02";"Préparation de commandes en négoce des matériaux de construction "
"RNCP22065";"RNCP22065BC01";"Réception et mise en stock en négoce des matériaux de construction "
"RNCP22065";"RNCP22065BC03";"Accueil client en négoce des matériaux de construction "
"RNCP22270";"RNCP22270BC01";" Préparer la mise en œuvre d'installations individuelles de chauffage et de sanitaire dans une démarche de développement durable"
"RNCP22270";"RNCP22270BC03";"Préconiser et mettre en service des installations de chauffage, de sanitaire et de VMC dans une démarche de développement durable"
"RNCP22270";"RNCP22270BC04";"Réaliser des éléments d'installations de chauffage et de sanitaire"
"RNCP22270";"RNCP22270BC02";" Préconiser, installer et mettre en service un climatiseur"
"RNCP22275";"RNCP22275BC02";"Réaliser le montage final d'une structure d'aéronef métallique et composite."
"RNCP22275";"RNCP22275BC01";"Prémonter et ajuster « à blanc » une structure d'aéronef métallique et composite."
"RNCP22279";"RNCP22279BC01";"Effectuer le montage et les réparations des équipements d'optique-lunetterie de détail"
"RNCP22279";"RNCP22279BC02";"Vendre des équipements et des produits d'optique-lunetterie de détail"
"RNCP22279";"RNCP22279BC03";"Réaliser le suivi des dossiers clients et des approvisionnements d'un magasin d'optique-lunetterie de détail"
"RNCP22588";"RNCP22588BC01";"Etablissement des bulletins de salaire et des déclarations sociales"
"RNCP22588";"RNCP22588BC02";"Gestion du dossier social du salarié/du client et assistance"
"RNCP22689";"RNCP22689BC01";"UG3 - Education physique et sportive"
"RNCP22689";"RNCP22689BC06";"UG2 - Mathématiques-Sciences physiques et chimiques"
"RNCP22689";"RNCP22689BC05";"UP1 – Prise en charge des flux entrants et sortants"
"RNCP22689";"RNCP22689BC03";"UP2 – Conduite de chariots en sécurité"
"RNCP22689";"RNCP22689BC04";"UP3 – Etude de situations professionnelles"
"RNCP22689";"RNCP22689BC07";"UG1 - Français, Histoire-Géographie et Enseignement moral et civique"
"RNCP22689";"RNCP22689BC02";"UF - Langue vivante"
"RNCP22694";"RNCP22694BC06";"U41 - Langues vivantes 1"
"RNCP22694";"RNCP22694BC11";"U7 - Education physique et sportive"
"RNCP22694";"RNCP22694BC12";"UF - Epreuve facultative langue vivante"
"RNCP22694";"RNCP22694BC01";"U2 - Etude de situations professionnelles"
"RNCP22694";"RNCP22694BC02";"U31 - Pratique du transport en milieu professionnel"
"RNCP22694";"RNCP22694BC03";"U11 - Economie-Droit"
"RNCP22694";"RNCP22694BC05";"U12 - Mathématiques"
"RNCP22694";"RNCP22694BC07";"U42 - Langues vivantes 2"
"RNCP22694";"RNCP22694BC09";"U52 - Histoire-géographie et enseignement moral et civique"
"RNCP22694";"RNCP22694BC04";"U32 - Prévention Santé Environnement"
"RNCP22694";"RNCP22694BC10";"U6 - Arts appliqués et cultures artistiques"
"RNCP22694";"RNCP22694BC08";"U51 - Français"
"RNCP22694";"RNCP22694BC14";"UF - Epreuve facultative Education physique et sportive"
"RNCP22694";"RNCP22694BC13";"UF - Epreuve facultative Mobilité"
"RNCP22894";"RNCP22894BC03";"Régler un tour à commande numérique pour produire une série stabilisée "
"RNCP22894";"RNCP22894BC01";"Conduire une production de séries stabilisées sur tour à commande numérique "
"RNCP22894";"RNCP22894BC02";"Conduire une production de séries stabilisées sur fraiseuse à commande numérique "
"RNCP22894";"RNCP22894BC04";"Régler une fraiseuse à commande numérique pour produire une série stabilisée "
"RNCP22925";"RNCP22925BC03";"Concevoir des schémas d’optimisation des activités logistiques"
"RNCP22925";"RNCP22925BC02";"Piloter des projets logistiques en réponse aux demandes d’évolution des activités logistiques."
"RNCP22925";"RNCP22925BC04";"Définir des organisations de travail adaptées aux activités logistiques en intégrant la démarche de prévention des risques professionnels."
"RNCP22925";"RNCP22925BC01";"Mesurer les performances des activités logistiques. "
